0,-9.0
1,0.5
2,-4.25
3,-7.625
4,0.1875
5,2.09375
6,22.546875
7,24.7734375
8,19.38671875
9,32.693359375
10,23.8466796875
11,16.92333984375
12,21.961669921875
13,13.4808349609375
14,15.74041748046875
15,35.370208740234375
16,32.18510437011719
17,26.592552185058594
18,23.796276092529297
19,31.39813804626465
20,23.199069023132324
21,27.099534511566162
22,49.04976725578308
23,43.02488362789154
24,58.01244181394577
25,48.006220906972885
26,47.50311045348644
27,44.25155522674322
28,41.62577761337161
29,59.312888806685805
30,57.6564444033429
31,74.82822220167145
32,77.91411110083573
33,77.95705555041786
34,69.47852777520893
35,80.73926388760447
36,81.36963194380223
37,79.18481597190112
38,83.09240798595056
39,91.54620399297528
40,81.27310199648764
41,79.13655099824382
42,73.56827549912191
43,93.78413774956095
44,94.89206887478048
45,79.44603443739024
46,86.22301721869512
47,89.61150860934757
48,91.80575430467378
49,109.40287715233688
50,107.20143857616844
51,94.10071928808422
52,89.05035964404212
53,100.52517982202106
54,112.76258991101054
55,104.88129495550527
56,106.44064747775263
57,120.72032373887632
58,106.86016186943816
59,121.43008093471909
60,124.71504046735954
61,138.35752023367976
62,145.6787601168399
63,151.33938005841995
64,151.16969002920996
65,141.08484501460498
66,126.54242250730249
67,120.27121125365124
68,139.13560562682562
69,143.5678028134128
70,128.7839014067064
71,128.8919507033532
72,128.9459753516766
73,150.97298767583828
74,138.98649383791914
75,155.49324691895958
76,159.2466234594798
77,164.6233117297399
78,165.31165586486995
79,171.655827932435
80,154.3279139662175
81,164.66395698310873
82,152.33197849155437
83,169.66598924577718
84,158.83299462288858
85,169.4164973114443
86,171.70824865572214
87,184.8541243278611
88,172.42706216393054
89,178.21353108196527
90,184.10676554098262
91,187.5533827704913
92,200.77669138524567
93,182.38834569262283
94,195.6941728463114
95,195.8470864231557
96,199.42354321157785
97,204.21177160578893
98,200.10588580289448
99,194.55294290144724
100,194.55294290144724
