0,3.0
1,2.0
2,5.0
3,8.0
4,11.0
5,12.0
6,15.0
7,14.0
8,16.0
9,16.0
10,18.0
11,24.0
12,26.0
13,29.0
14,30.0
15,33.0
16,31.0
17,32.0
18,34.0
19,38.0
20,41.0
21,43.0
22,42.0
23,49.0
24,48.0
25,49.0
26,50.0
27,57.0
28,57.0
29,61.0
30,58.0
31,64.0
32,64.0
33,67.0
34,66.0
35,71.0
36,75.0
37,72.0
38,77.0
39,77.0
40,81.0
41,81.0
42,85.0
43,86.0
44,87.0
45,93.0
46,95.0
47,92.0
48,94.0
49,100.0
50,98.0
51,100.0
52,102.0
53,109.0
54,107.0
55,109.0
56,110.0
57,117.0
58,115.0
59,118.0
60,123.0
61,121.0
62,124.0
63,129.0
64,131.0
65,129.0
66,132.0
67,134.0
68,135.0
69,137.0
70,140.0
71,140.0
72,143.0
73,144.0
74,150.0
75,149.0
76,155.0
77,157.0
78,155.0
79,157.0
80,160.0
81,160.0
82,164.0
83,169.0
84,166.0
85,173.0
86,173.0
87,172.0
88,179.0
89,181.0
90,179.0
91,182.0
92,182.0
93,187.0
94,187.0
95,191.0
96,192.0
97,192.0
98,198.0
99,200.0
100,201.0
